token,x,y
"comprising",0.09646208448248214,0.6143233333397051
"thought",0.019786515560230422,0.5479319259818979
"force",-0.17990289080851904,0.55705852950111
"factor",0.029938301721121774,0.6048826265866175
"perfected",0.07421827684705307,0.5461046240218385
"conformity",0.21382087732058616,0.608918838960874
"revised",0.016343815393616498,0.5504488415525043
"feudalism",0.21393051988602915,0.6344085185557318
"fist",0.12323609945225494,0.6100119357365668
"r",0.035751127770012776,0.5193879928236439
"ashkhabad",0.0787157957433139,0.6504088109856258
"along",0.1552729891343173,0.6419597987896439
"community",0.04302514222888533,0.5759064693651292
"l",0.013382170002655902,0.4132124103687165
"final",0.011825378633335965,0.6456268588558827
"arises",-0.006746319024659282,0.600029571432183
"outstretched",0.13924737309335214,0.589018356802695
"so",-0.08395542556757507,0.6789715617829316
"wishart",0.04340681915586077,0.6434497829623834
"deals",0.04998232482037636,0.6443199088144382
"norwich",0.08614461382917696,0.6614978994096117
"dühring",0.05647150503769672,0.5577630688044813
"here",0.07428321783267743,0.6544449934730698
"earliest",0.0862873977972765,0.543142993766058
"struggle",-0.05017047210944623,0.5876036968348808
"comrades",-0.0054046918863513635,0.6308732653997962
"human",0.02019183335751947,0.6156557229382362
"statistical",0.1150993379746312,0.6149891781961648
"1",0.004931408450342019,0.5860702781700045
"hunters",0.0762933507819303,0.6163951266824033
"fore",-0.10984882922231762,0.5289881366031942
"himself",0.17936979454120697,0.5840484163461019
"necessity",-0.0008303169174248143,0.7195197033558638
"eat",0.009103176066361553,0.5749836380373228
"once",-0.012488122825695759,0.550171709889249
"union",0.011507687973556252,0.4842312680636684
"volcanoes",0.02401662826631923,0.5020058581836055
"regarding",0.09738142034202996,0.6405794482715927
"past",0.04132616730824842,0.48615693217082057
"point",-0.042585093820535304,0.6841610991456503
"been",-0.018925646520407645,0.615048737670334
"s",-0.05376511111766721,0.6200298559495112
"engineering",0.030798740832156262,0.6848323811040259
"each",-0.022125307476509128,0.5233528366939133
"1000",0.034411961276503505,0.6869185340897552
"remained",0.03142125915479248,0.6467045665001999
"fully",0.030159813203681177,0.5885491097192116
"sons",0.011449430851499028,0.42055022379925866
"fourthly",0.135776857142113,0.5571061413356779
"conflicts",0.20498054783673217,0.6249368558938827
"analysis",-0.10012553178057237,0.5454478480500492
"pashkov",0.09326010525016433,0.5695103067224971
"xxxiii",0.0699645303081549,0.5435524168617673
"jointly",0.06906847189957281,0.6845433232951017
"predominated",0.07846054515347459,0.7024943153719452
"groping",0.03848305238564459,0.7211517398249356
"breeding",-0.042237681889942084,0.574340018826014
"speech",0.15973321850289876,0.7331767076258658
"one",-0.04174267203000558,0.5907117998445147
"death",0.10164250775050547,0.5426632905352398
"wealth",-0.07020824079951873,0.6659991735374698
"observed",0.09907508025431921,0.7169525982511162
"welcome",0.030583834876993458,0.5201564662773935
"without",-0.02341451414751431,0.698748312589675
"afford",0.0825626829625422,0.7046107593455564
"formations",-0.022744625321934588,0.5779614590067732
"saw",0.15581766240591885,0.6586354343358681
"intended",0.07023765340797351,0.6557727010033012
"same",-0.0679427914113496,0.5623884230746551
"terms",0.18415461624877144,0.6171320728863698
"drove",0.18367106009532527,0.7088624454767241
"canals",0.022078180530691202,0.6788207936634317
"determines",0.02491098802666618,0.4166818365758074
"woods",0.08531673951349417,0.6765672611275085
"singlehanded",0.05016537194420703,0.6134594106539989
"character",-0.07703952762836,0.40912244588533775
"almost",-0.004157683564858898,0.6838412292478587
"pupils",0.028497131903663552,0.49423854476536166
"africa",0.11593232452806004,0.5772036500067624
"needs",0.14337914245387404,0.6319054243010858
"enter",-0.029629247682649164,0.5519768294728702
"surroundings",0.19058477439238602,0.6147585760297667
"well",0.015449564305764413,0.6211351917595264
"secret",0.022308674580575505,0.5574458659774938
"power",0.015630815867800678,0.6645626336442376
"doctor",0.06107248108394689,0.554046215150441
"spears",0.10068253546363022,0.6740861079446856
"companion",0.08317587923314834,0.5604257278489614
"broad",-0.01391681900782183,0.5309877411571493
"voice",0.09324427388084902,0.5841557190517591
"technical",-0.0818843969999874,0.5183819917332669
"suitable",0.13772441553699724,0.7060945641419867
"axes",0.2050565985995232,0.7240183096954432
"good",0.04141604808723611,0.5618176622140743
"spiritual",0.028155416414088814,0.5060985425237715
"gradual",-0.0823546744301612,0.45368146710123464
"piece",0.030218006317215145,0.5260888014934244
"plant",-0.05353981431989726,0.6450274776504409
"xiv",0.01495883837130544,0.5372218247342887
"position",-0.21339146630822875,0.47500369320279984
"second",-0.02242159488654507,0.46052408623184465
"cattle",0.03405406481497216,0.7236059469771707
"correspond",-0.24007562426810086,0.5925004042302536
"jarrold",-0.03595677651635195,0.496545894661636
"tillage",-0.014483687751389772,0.5900949906935394
"custom",0.036469304332246634,0.4586731188412209
"fruit",0.1850704118631373,0.659825220101236
"letter",-0.011838339463516041,0.6039602194767507
"possess",0.03139651847834568,0.6357263778649207
"capital",0.041345863009259395,0.5427900102037071
"valuable",-0.000654780397678488,0.5985661472026259
"role",-0.09013130904822572,0.58488222387652
"held",-0.029878116042187035,0.5089012270008116
"aspect",-0.0855351898395521,0.4894961440133876
"consist",-0.04755833866952227,0.5683246848386203
"action",-0.144361977030733,0.4861013044309288
"giving",0.1683204844876962,0.6918888057000965
"gradually",-0.06798148394325762,0.6086589906199122
"western",0.06035124635479849,0.6008949482629434
"studies",-0.003434017198170096,0.6051519868346932
"facilitating",-0.07602558131388618,0.6024433026482434
"subjects",-0.0015090412123863056,0.5736715023284475
"study",-0.08096011700633965,0.4823215390622118
"transport",0.009513307184222851,0.4760401927805073
"communism",0.008373725223087158,0.5538379578455983
"stick",0.028659679599031932,0.5556395233652003
"materials",-0.06391241467566161,0.6056235730265382
"besides",-0.10011765321758889,0.5715528991271375
"material",0.00427880380250243,0.51655750159099
"and",0.05216963041695125,0.6689563300007526
"logical",0.035798182797096206,0.5825820427280147
"comments",0.024260283390721275,0.5434732318783992
"valleys",0.05986239389602344,0.6390346288705362
"cotton",0.0865108600284424,0.5408804788383684
"vital",-0.08346608080185303,0.5361846549969537
"not",-0.003075897792079847,0.6506366496590967
"afforded",0.025764771994268482,0.5968179174486039
"determined",-0.04592716991040397,0.6211996022848025
"hunger",-0.01268983190127617,0.6590220866943612
"works",0.02104657637212702,0.6943466368557494
"personal",-0.01272278894236311,0.6299847539143565
"detached",0.06390518240970189,0.6320580330676285
"laid",0.1119746385915546,0.5488846533318542
"progressed",0.07352411718063637,0.7190776775098274
"consisted",0.021165029461227128,0.5898658420831259
"xix",0.054155201801744296,0.5774703530430506
"striking",0.13203924750557305,0.6568727149333771
"historically",0.00679303195519515,0.6423935058845645
"creative",0.20883660176029128,0.7321652180048047
"based",0.018086662648057653,0.5920802070141189
"what",-0.0637630239565663,0.5451113655345838
"currency",0.009495782977494559,0.4319730925498127
"ever",0.050676308808682236,0.7216720892540053
"purposive",0.04090994719456287,0.4759500891947048
"revolution",0.061793723121020605,0.6505249345110085
"distinct",0.03977876140966824,0.6463534765348861
"date",-0.015210009025100467,0.6783395454264104
"essence",-0.15231284774570136,0.5287458280127054
"digging",0.1749032464394786,0.6316859643401
"is",-0.029143139714609655,0.6157774409681332
"available",0.08016056204471914,0.7033843449258053
"particular",-0.09954458619984793,0.5031346315162974
"u",0.10229649985754208,0.4018682943918286
"motion",-0.0032579762145853175,0.499349493876597
"ancestors",-0.06388063139907413,0.6247857398290395
"inevitability",0.031014335584818982,0.5024663925895324
"place",0.018686268833180066,0.5821121101480572
"has",0.04799300506579347,0.6025282852403059
"after",0.05970490354615534,0.661569053681379
"living",-0.03711325804700343,0.5256472267160354
"certainly",0.04649917251655171,0.597719062752426
"link",-0.03263286943922374,0.5050629730589334
"groups",0.011476615422488928,0.5458732483777755
"like",0.03215428374064305,0.6927138920582001
"submitted",-0.08915668037532865,0.6367721552743508
"relates",-0.07434593428369934,0.6008417654622122
"framework",-0.06625987278102832,0.4740637971149488
"edition",0.024614416271558012,0.5091952691965507
"gained",0.12290791649097282,0.5774197975276351
"create",-0.1287352252742327,0.5289879929429505
"follows",0.09734130583720918,0.6149223132568379
"fundamental",-0.00020478346058375174,0.49929304099797134
"give",-0.044917223718312464,0.5114166727736088
"ideas",0.03146888665962819,0.5641203305559153
"connection",0.07754536609679029,0.5931436265197277
"grave",0.021483757688560333,0.5023123785037343
"starchy",0.06374470802319011,0.7122677464262799
"vi",0.020864503296216502,0.5600743562551598
"investigate",-0.05166799266124018,0.5817305245164571
"baku",0.0935975589610673,0.6658002444991669
"grains",0.029294735504847555,0.6739782197723925
"then",0.07261412608734495,0.622912854321546
"sets",-0.0256322982936057,0.5021388914828969
"considerable",0.0955003175958644,0.6222394925533191
"improvement",0.10492250460971582,0.5397839648060127
"advanced",0.003633276546750587,0.6177972901395371
"leninism",0.053471351536679784,0.43623375187352637
"cannibalism",0.0348270831067822,0.5652184366880395
"exchange",-0.07773547400330236,0.4902204242652975
"higher",-0.08604189672621043,0.5509921669045064
"rothstein",-0.005827063672349614,0.5598428971432039
"women",-0.051439597978244135,0.5293298975152161
"traces",-0.037981959388183086,0.5833420323640809
"liberating",-0.0005120994245907048,0.5944900992683374
"affairs",-0.06965638338462063,0.6117218992675656
"eruptions",0.02920944210429139,0.515936715582662
"industrial",0.04252802652750235,0.6310586434894905
"played",-0.06687616353372927,0.5682256241285265
"transformed",-0.0004440224262592246,0.6588676507182853
"xxv",0.08505426747974137,0.5855881030709245
"provided",-0.029993074876871924,0.5756300989365886
"free",0.015712036096941807,0.5305590691741253
"producing",-0.10697702788874516,0.5415245150502062
"oldest",-0.04421357319581489,0.5734923617307421
"would",-0.038921742955894366,0.6414389346251111
"engels",0.005591046596499241,0.560802801082644
"say",0.02250675416719184,0.559659239002904
"costs",-0.051250920141994526,0.5444789032959417
"was",0.0811569464087028,0.6797065700939844
"dog",-0.038468400338304336,0.5653554104938042
"consequence",0.03998368010320573,0.543412033985261
"teachings",0.08449471130583061,0.5915516595337225
"domesticate",0.04253381137172084,0.6663156372049881
"crises",0.023580559723300774,0.5353334226890718
"collectivisation",-0.07042319090196447,0.37390597494553557
"often",0.12121847431623722,0.7060350458788338
"pointed",0.153619280506901,0.5792769862909853
"request",-0.11386255763709571,0.5487417690124987
"few",-0.008756572447453127,0.5997112370543642
"institute",-0.0024865531604124705,0.5857568057544005
"74",0.15303164824666415,0.5620546794299088
"send",-0.0192054835573894,0.5394634122986888
"described",0.002817684693145181,0.6072918666636477
"third",0.04004588815378405,0.48590611495671104
"took",0.03300688862315669,0.6785800126021568
"distribution",-0.0685648894120564,0.5289934235351704
"political",-0.09652262970552242,0.70242154880728
"productive",-0.1245051710710684,0.5011769613750843
"taken",0.11389790366005746,0.5945779312126258
"xxxviii",0.07831911441007816,0.537759247501973
"production",-0.010778439410908149,0.5783036675860915
"feature",0.0669244488708687,0.6391511655536378
"began",0.02116641457998166,0.6042950560174102
"liberation",0.05608505842440808,0.5111860010146926
"even",0.052201599991836926,0.5964930692176321
"developed",0.047998561522534275,0.6563233769632405
"xxvi",0.1414523973918939,0.5790814145877767
"exploit",-0.13174525396661174,0.40083842613760046
"camp",0.11865992184409532,0.5370631926849996
"microscopes",-0.005138020687043346,0.6780597059309545
"animal",0.08988433073198732,0.6741416078051691
"master",0.03431251193867729,0.5844382150385538
"price",0.007431333734767856,0.4330596878989016
"sore",0.12101604241651359,0.5465658673832757
"bury",0.13514767377967998,0.5546078496302436
"nor",-0.0650630525269206,0.6888836903948774
"them",-0.0371191403065255,0.6115745080632854
"communities",0.05855402413391722,0.5454536688438071
"are",0.0013887198676795776,0.6007420521613248
"carried",-0.07731341374996215,0.658786965381618
"depressions",-0.03977351466139805,0.6910722841115761
"fraternal",-0.006723107329667584,0.5234066083259958
"voyage",0.02168000434927192,0.5213174331382954
"prey",-0.0012535720703269818,0.4157594301296869
"owns",-0.0894661644680265,0.47498544592475667
"cutting",0.22382895729247013,0.6295845556422044
"riga",0.07690317707382693,0.6903618234319225
"men",-0.0034716237762449503,0.6341106470400546
"outgrow",0.01975146951127304,0.6199513488807215
"40",-0.0894178070381823,0.5596484229113585
"secondly",0.17089378657113438,0.6042427792432117
"lasted",0.07460205588301226,0.6416920515058574
"accomplish",0.010876698234354963,0.3939590187991931
"whether",-0.13692097822636448,0.5296634066780636
"preface",0.06080466662031992,0.5735741817424147
"united",-0.10149324669070672,0.38262241667639374
"mobile",-0.038529332779769186,0.5545670581765871
"thrust",-0.0033035276225458904,0.5190492843055178
"domesticated",-0.01696076714463903,0.6582273830032355
"investigating",0.09041526852361484,0.46382466002336037
"employed",0.12098806771514517,0.6810679278440791
"evolution",0.023819147657365036,0.44914877886778515
"law",-0.061718639219381706,0.4595678516992602
"interaction",-0.04578103549412172,0.5779623150057123
"institutions",0.09385303795501876,0.6032411899328611
"doomed",0.013827344852865402,0.5535094548564387
"products",-0.09226513879730194,0.6152264664179476
"sciences",-0.07569954118536493,0.5356223922464945
"clothes",0.04121337853443996,0.6583681881163441
"neutral",0.09812155166897896,0.5877775276083015
"nomos",0.08402397195398614,0.3491899419942492
"circulation",-0.02195679702361577,0.5257182954009809
"september",-0.016070685093357788,0.5494310668442668
"edible",0.09606213729231987,0.5804317738263621
"member",-0.0339282179171382,0.4783170382241945
"native",0.014075758492206304,0.6013066743606432
"organisation",-0.025299341498995105,0.53819399436257
"latter",-0.026121917713732686,0.43474970305997884
"petty",0.11053391905631813,0.5677316576761299
"private",-0.06976436497106223,0.6452260923685262
"pigs",0.13972088157837848,0.6145460800842939
"yarn",0.09691539754436893,0.5648171826145484
"elementary",0.07958886272009309,0.6003875889843557
"begins",0.02838301867230707,0.601679839169
"raw",-0.01702890562752784,0.6882779818085364
"contained",0.029310891634912854,0.530915903579979
"broken",-0.0017100718687283398,0.6530336908257561
"the",0.03885220793015619,0.6499692857733701
"bowels",-0.11783652744883141,0.43543377157564045
"enslavement",0.00449342080881638,0.45712131718013527
"can",-0.035986096690656326,0.7567197262335084
"leaders",-0.00203075242905449,0.6584653585815629
"seeds",-0.10512293024572578,0.6532859500653367
"stages",0.01839094653784215,0.6166605230635507
"itself",-0.03181564476564503,0.5807684666640706
"selected",0.11382654430429079,0.6915839871536245
"traveller",-0.08505985649197789,0.6476501313003025
"dialectical",0.0025480842850078497,0.5037550914724097
"democracy",0.019157259793340924,0.5128589015093185
"loan",-0.006100920750345101,0.5265742801372545
"tallinn",0.05847797779796518,0.7099888181867984
"dealt",-0.04822732040405831,0.5246570254859438
"directly",-0.09163891182534326,0.61508282785693
"learned",-0.018370106909383045,0.5966077255681995
"egypt",0.054100719632118786,0.6091302535231512
"expression",-0.05042866416844859,0.5810091288883257
"ending",-0.11358333726645889,0.40377779548687043
"slurring",0.11736138521990848,0.589199229915021
"concepts",0.13049459365242652,0.6994605567644581
"possible",-0.01975580979018015,0.6264875453665169
"before",0.04218043670846963,0.6682786057959141
"objective",0.024294239334852547,0.7020604088162179
"becoming",0.04566228496935505,0.6931703771886579
"thereafter",-0.08075654508186653,0.49415749105333373
"on",-0.019517166376674146,0.6634515394148681
"hence",0.05443227510032423,0.5978585249462888
"purest",0.12335367042458348,0.581230545605524
"exists",0.06345377570715541,0.5594267101808845
"2",-0.02129471195023811,0.5247217215440776
"source",-0.0341255236977032,0.5685963238200766
"overplus",-0.04376527261804903,0.6625429895423054
"be",-0.0006585043940262325,0.6371602460579668
"necessities",-0.04763365367537766,0.5418599823151855
"slave",0.04087611238645637,0.5767176021404233
"main",-0.04479184965385934,0.578723757063242
"extent",0.012649177854257086,0.6341532654384823
"necessary",-0.03572981360201353,0.6278555230465984
"marxism",0.18523948371158394,0.5415716736229171
"increased",0.004631826197196737,0.6453704303340855
"sufficed",-0.03030986378469052,0.544438541285821
"within",-0.06768472849274196,0.6941477270938909
"index",0.22058314781886668,0.4490092755982382
"correspondence",0.08434321609920058,0.5627484157868134
"orders",-0.01613426525425434,0.5637432628031722
"wages",0.09594792453930145,0.41903655438917264
"ata",-0.052370430752259216,0.4692855354991806
"wrong",0.07568483484197613,0.6220836753802002
"marx",0.07285825202452495,0.608509321004544
"triumph",-0.032245045475685775,0.4912158658889943
"subsoil",0.039203871210984356,0.6190183851428619
"text",-0.011297401124150723,0.5182692867593053
"harpoons",0.0844481435983608,0.5951750193787468
"belong",-0.03791361478966349,0.5315210636298432
"wood",0.04855049394506769,0.6406993205836045
"gait",0.012649647183300847,0.7037063889822138
"causal",0.14121421126031536,0.6711849665239885
"will",0.12926041989286274,0.6467303283696311
"else",-0.045860946158963196,0.5733661056410563
"share",0.06709924356141089,0.5382892282606014
"labour",0.014461029719729367,0.5799685337937277
"we",0.10372047226800302,0.5907083079523079
"comprise",-0.09553779058336603,0.4488746997185698
"xv",0.05541018666635715,0.5642836450104445
"oppression",0.05605676320539885,0.6325984544874671
"681",0.019965691927470428,0.5567114935410622
"poly",0.10397923402941162,0.6820208661310766
"abstraction",-0.07032190688034043,0.5392329706572878
"draught",-0.01697899058585805,0.573721047573129
"river",-0.03335329933427943,0.594680618418023
"influenced",-0.040046203242976135,0.6246396578257454
"oikonomia",-0.0020242494266133754,0.3474077209161389
"divided",-0.07289557784471903,0.5512436963504577
"this",-0.006910485016725303,0.5960311872967775
"stalinabad",0.08250192321853136,0.6159954051549437
"transforms",-0.015820368535213354,0.4985742192981577
"unlike",0.12537235214210285,0.5973380688047499
"questions",-0.015500766981149404,0.6249559116170617
"as",0.03510663105799655,0.592455917826597
"shelter",0.021113564525103302,0.6447134304012115
"foundation",0.03618756537941209,0.5693124932822577
"take",0.07571411020037074,0.47544351331071805
"genius",0.08480748318686801,0.6215989109269688
"factors",-0.04520889508744353,0.627005973498008
"over",0.009716051898644648,0.6673338543249367
"copper",0.04778064141316152,0.6962558967276476
"mental",0.09878420444604787,0.6505032982959326
"instead",0.12294648210713022,0.5199785771891255
"economic",0.06348448212864952,0.5981703694401704
"merge",0.09952240354688376,0.6684292947213887
"investigates",-0.025088101327632346,0.635289983660188
"while",0.04606635071284689,0.6310727056604619
"papuans",0.06025453827868348,0.708967675715834
"knees",0.12898612344775645,0.5988566849342732
"kerr",0.11714196983513372,0.6576827955147826
"indispensable",-0.0600694856626997,0.5301488950274219
"xxxv",0.06677712292501346,0.5935439105718324
"resolutions",-0.024500231425557163,0.5403746921910675
"several",0.03569384447172464,0.5157405279319439
"day",0.033157577518068804,0.6008949725549653
"problems",0.061205496914635754,0.6298508497502938
"which",0.05875885509943452,0.6385139851667115
"arm",0.12134018962012388,0.5860369283888243
"hither",0.01326916380569109,0.6001717660777607
"equally",-0.0374515691409761,0.5514577898087257
"waters",0.04416832768286631,0.590585595118927
"outward",-0.046204996786654774,0.5213513859990039
"xxi",0.09651395923295941,0.5536874555931609
"growth",-0.015965621697314185,0.5265407554542051
"readers",0.029416397319931523,0.5235422576254287
"must",-0.03884384391301388,0.72590006476758
"concerning",-0.026144834493948645,0.6046695013737908
"marked",0.024860782314986722,0.5237243846247754
"intermediate",0.033456792006179875,0.554661824496529
"notion",-0.031508584762399226,0.45154309945273546
"two",-0.006088985909542925,0.5369445096332968
"professor",0.06595562642208737,0.638977038640256
"takes",-0.020969181060597274,0.5944071994883633
"xxiii",0.11136572424744126,0.6508198146662326
"how",-0.0026476577560455433,0.6114059463192978
"fires",0.07262134308840164,0.6396578293302881
"extended",0.04030728753911004,0.555517530446871
"small",0.0870833548515991,0.4765736137345892
"uninterruptedly",-0.06392226437644016,0.6116368975043298
"bodily",0.06640417208575917,0.6440575462658421
"crumbled",-0.026502153709521754,0.6172106799113877
"theoretical",0.046384330165494314,0.5994704206807916
"method",-0.019673573763222894,0.5685356889111456
"abolished",-0.02777142541478888,0.5622934330290705
"existence",0.017273144525295735,0.6290121600386914
"produce",-0.0621817999826637,0.5455971826941831
"dutt",0.0038805833182969096,0.5214972097991764
"rent",0.04106611353748783,0.4611519792161835
"languages",-0.1401312476260858,0.45125265092930983
"finally",-0.05588866599597515,0.6530456042190155
"should",0.12374126208873809,0.6890425400957312
"hand",0.0946059525598032,0.649603274782696
"transition",-0.005406132702558915,0.5864350210321392
"parts",0.0509897192515346,0.6269990445020552
"closely",0.0614901270417553,0.6251788948736037
"prepares",0.07793852669731151,0.6432924229622861
"consists",-0.0013301675160517223,0.7118875327757596
"impartial",0.1672439005849207,0.5326446129560655
"expressed",0.12853165906592087,0.6667731449737947
"downfall",-0.03421997763035561,0.45322923050971037
"exchanging",0.02104199658937502,0.6685772115609013
"hooks",-0.11942684081069044,0.6255255036186221
"notice",-0.02181690645545426,0.6165913956278374
"economy",0.13335662798340717,0.5064283510715654
"83",-0.02568711823177274,0.49937484101811475
"cold",0.0185226287293348,0.6191782636834832
"seated",0.0398379687549313,0.6571746378195162
"way",-0.12288224446533885,0.6234746716444193
"lower",0.09672319726064257,0.597384994954913
"devoted",0.06925264353956534,0.6250754519961657
"conferences",-0.15654173159080143,0.5664487929869191
"undertake",0.030067825047488603,0.5317729253292813
"warm",0.06867743554802022,0.6290380843491151
"governed",-0.03799167020421628,0.5158671966392033
"highly",0.07716136709635874,0.5501896182046385
"unthinkable",0.057542648427642736,0.5608714100072236
"fish",0.14723214621644176,0.6892732253453613
"succession",0.009398106190839597,0.5138623919019607
"powerful",0.09096481359035322,0.6316585266825604
"include",-0.05201830539550655,0.6214039975106055
"research",-0.1568972582847288,0.6223488726313067
"exert",0.0009338566980328505,0.6243522559740674
"tin",0.03594896276368277,0.5140174465163057
"another",-0.05277908924069916,0.5350596520728731
"kind",0.007513326571445003,0.5782203187300583
"protection",-0.05322367620022208,0.6329596772976256
"ecqnomy",0.09276000816709325,0.48292739662268014
"ones",0.09029776909225849,0.6775071127300671
"inevitable",0.03029483737969421,0.7117714942140779
"associated",-0.08211420643236161,0.5400692855023538
"section",0.020325806717936053,0.5274383774525354
"fetters",-0.006072117553462306,0.6128142682596572
"deep",-0.029719719014176853,0.6210047242782317
"legal",-0.009185600710443227,0.4334406256560678
"operation",0.003957536076895411,0.51049785249319
"used",-0.06226134582182053,0.563003032136247
"all",-0.06390927046822253,0.5105904358135258
"types",0.03528864283390504,0.5150291686426874
"edited",-0.029717548849690682,0.44928375426409217
"collaboration",-0.07710446252665984,0.5059484407108352
"meagre",-0.022776972322652488,0.5112621689931074
"merchant",0.06648749762728301,0.5177233552532604
"idea",0.05532180741409804,0.5171506049339619
"fear",0.009079674438967088,0.5412525914713168
"consumed",0.02711759324284344,0.5706182099171161
"aspects",-0.013364915593261882,0.6195965985668391
"book",-0.05321550754719418,0.49320056551683705
"rise",0.18015545057740082,0.5532794657659822
"elemental",0.10552705479855377,0.5213744765236781
"colonial",0.024766766684063024,0.49477896510402697
"relations",-0.00385136800499912,0.48290863209671514
"affect",-0.0115752435340691,0.6060441295952073
"articulate",0.0905949615195633,0.6130058164197494
"k",-0.024142596679129526,0.4889350658625825
"kiev",0.1024137322639222,0.7280045233077311
"emerges",0.18282634340543302,0.6624306726036925
"stride",0.10928795926393219,0.6061765680136615
"mastering",0.06910705565718415,0.5627741313519896
"slow",0.09436757307591744,0.5986735203936281
"raised",-0.10322566414551193,0.6339557378115669
"incident",-0.027674830386382722,0.6245200386827714
"historical",-0.09734326141654603,0.5915298322271417
"classes",0.03489795354697062,0.665428122086498
"repeated",0.0435896552990227,0.6050224782039217
"meetings",-0.13826815431160114,0.5023468605269594
"comparatively",0.07531240454705809,0.6286182723120051
"system",-0.06605342518603932,0.5430821499393378
